StockCode,stock,threshold
23412,106,0
22021,10,0
21285,0,289
17084P,159,0
22362,53,19
72807B,138,162
23694,237,392
23565,472,118
21365,1,72
23557,445,24
23046,189,25
71101E,55,40
21693,214,54
22405,0,132
22691,53,28
22119,0,168
22891,40,40
23522,226,76
23107,13,64
79190A,189,68
20665,29,0
72807A,138,148
85230F,122,0
37500,124,72
84356,41,56
84279P,194,60
85169C,10,9
22033,10,0
21470,21,24
84247G,10,0
23051,20,14
84951B,19,93
84580,116,62
22136,29,0
22453,14,65
22518,10,0
22121,123,48
22777,10,0
21792,10,0
22215,0,109
20838,124,36
35651,131,0
22389,42,84
16168M,58,63
47580,33,14
21187,10,0
22913,35,14
20658,10,0
21358,71,4
22660,86,80
22216,105,765
22200,8,57
21537,54,47
23538,308,7
23072,1649,0
23415,17,168
51020A,10,0
90058A,460,324
85187,24,18
22357,67,37
21219,83,33
22589,190,51
21448,15,0
21534,35,25
23469,432,64
22808,0,61
21562,106,54
22406,0,123
23053,59,10
23025,110,52
23185,141,124
21454,30,22
21688,62,27
23453,318,125
22223,37,20
72802A,95,122
20716,10,0
23071,1662,0
23517,273,16
21828,97,79
21352,230,4
23408,124,76
22203,0,98
23178,18,46
22236,95,16
82616B,479,50
15044B,10,0
85025C,10,0
22849,13,0
84993A,98,114
21913,46,24
23179,97,62
21356,23,36
85025B,138,22
21694,106,45
22606,42,11
21625,36,24
21042,27,19
85188A,10,0
22848,36,0
84880,32,12
21719,64,32
21618,403,18
22794,24,14
21557,49,39
22180,159,0
22073,10,0
21421,10,0
23474,376,204
21683,306,29
84806B,67,61
21793,311,40
85202,82,58
23111,90,63
84969,69,34
21143,10,0
84927F,96,74
21188,10,0
21374,57,88
23660,212,129
21972,89,56
22309,125,32
22442,0,227
22861,10,0
23516,191,51
22472,0,88
10080,100,97
72122,47,45
22107,52,109
22894,27,22
20755,76,92
85059,47,29
84558A,127,42
21417,0,326
21820,139,86
23027,85,148
22106,2115,14
84884A,16,24
23010,46,46
84228,24,54
23106,39,68
21775,53,33
22257,69,0
85185B,29,27
23341,64,48
23402,519,46
23475,288,137
84051,111,44
22475,46,114
23478,486,108
22246,112,58
21695,150,40
82616C,56,54
20826,10,0
21371,2,86
21725,55,4
23067,34,33
21743,10,0
84559A,121,4
15044C,32,18
21455,99,20
22912,24,16
17012A,146,22
21635,10,0
23451,166,142
84569D,94,0
22165,0,219
21466,36,26
85232B,10,0
23486,74,222
21698,145,92
35819B,223,99
23054,26,9
21518,10,0
21262,116,51
47310M,30,60
20931,78,89
47471,49,9
35818P,140,96
21867,155,16
22135,133,39
23023,96,56
22514,21,9
84663A,51,72
23041,136,36
85035A,461,0
84820,0,81
22390,47,142
22760,10,0
23485,357,62
20893,105,142
22936,104,11
22256,10,0
22283,24,22
23065,17,0
20967,10,0
22638,48,70
21286,186,356
22263,17,15
23024,133,162
21264,92,72
21288,315,10
22276,27,22
22642,96,89
22414,17,25
20686,128,62
85170C,70,18
22928,138,42
21469,15,18
22039,280,0
21813,90,46
22375,73,29
35912B,137,0
23407,114,71
23153,82,52
23079,68,54
23040,108,44
23597,0,269
23066,16,0
22511,23,39
21464,32,52
23060,32,46
22474,0,82
22278,33,38
23562,0,364
22806,15,176
21197,135,108
22496,0,137
84691,10,0
22782,15,14
22495,0,111
85107,116,145
71038,72,4
23539,110,38
23425,51,135
22515,17,9
22500,0,110
23405,272,64
23316,79,33
79063C,59,7
21407,33,4
21638,108,55
85169D,57,54
21944,19,81
84849B,10,0
21726,115,58
20615,244,27
22060,10,0
22461,10,0
21089,10,0
90209C,10,0
21220,49,50
22498,37,16
22454,66,22
22324,61,9
21706,33,24
23427,218,16
21424,30,0
79190D,58,68
23491,223,147
21945,113,33
17084J,10,0
22410,0,92
21821,121,94
85039C,24,16
35933,93,0
22372,49,37
21613,70,0
47481,16,14
23074,598,69
22428,32,16
21408,0,133
85144,10,0
23470,170,54
21865,30,22
21696,41,36
23064,859,0
84799,10,0
23519,189,40
22611,102,9
22069,0,183
20772,116,56
23411,95,42
23481,170,89
22118,0,118
21812,81,43
84559B,24,0
22409,28,8
72130,55,52
21467,27,6
21644,48,25
20767,14,22
23253,33,21
21445,10,0
21426,61,45
22829,32,0
22220,0,102
84916,10,0
22157,10,0
22785,0,142
21676,34,45
20704,1,56
23533,111,32
22270,18,11
21735,10,0
23009,84,29
22510,26,36
21205,35,21
35599B,92,174
72819,15,105
23409,131,57
21363,10,0
23455,472,99
23532,102,50
22788,10,0
35911A,19,0
85064,10,0
22182,0,126
71270,178,9
23661,347,42
22509,0,172
21624,68,38
23423,67,42
23315,57,17
21415,47,97
84876B,62,21
85169B,29,7
21221,19,22
21067,11,0
22451,10,0
17084A,10,0
16169K,10,0
81952B,10,0
23336,152,39
85036A,183,0
84915,26,4
23476,182,170
47563A,274,21
51020B,10,0
22799,14,56
47420,22,9
85180B,18,16
23422,138,46
85104,3,34
21587,63,0
20669,47,18
21222,57,9
22272,10,0
18098C,10,0
85024B,51,29
21465,63,12
21106,88,94
46118,136,12
23037,278,74
15058C,10,0
21742,40,83
47578A,87,126
23039,110,63
21462,0,140
23495,90,127
10120,156,26
84569A,45,4
22376,67,24
78124,39,32
22763,45,28
20932,153,196
72128,85,32
85088,134,90
79063D,18,14
22448,73,54
23567,164,114
21248,34,48
20867,32,34
84683,10,0
21320,10,0
84674,26,8
35599D,66,118
22640,66,74
23576,0,278
23181,47,20
84858C,10,0
22643,17,78
85200,10,0
22450,21,20
22320,41,21
23036,121,69
35965,10,0
85019C,10,0
84789,10,0
47570B,10,0
84251G,128,81
85170B,19,4
84279B,10,0
22517,16,8
23183,35,18
21804,114,84
22497,20,6
21682,136,26
21576,33,28
21528,34,9
22280,41,22
23020,50,21
21246,10,0
21721,51,0
23484,147,43
21056,22,34
85232D,206,26
84031A,10,111
75011,53,4
17091A,10,0
21064,0,80
22317,48,18
84917,10,0
22516,14,9
17107D,80,30
20836,171,40
23337,68,42
20831,0,216
21190,21,14
22703,0,86
72127,51,40
23561,0,250
84795B,18,0
21261,73,14
35637A,27,11
21581,45,27
21251,42,40
21189,37,70
85129D,3,27
23520,151,18
20854,10,0
84581,92,15
23440,0,246
23544,85,16
23575,0,246
85215,10,0
21367,18,25
23560,0,244
35815P,10,0
20622,27,22
21942,90,51
84843,72,9
22446,0,81
22359,43,10
21263,126,52
21456,10,54
23454,191,97
23317,93,20
22504,58,15
23140,55,0
22954,23,4
84249A,22,0
71495B,285,216
20823,10,0
21368,34,32
22394,8,74
85208,34,4
21973,29,4
47343A,10,0
23420,123,30
20758,44,34
23447,27,648
20735,44,18
23456,495,76
21458,66,0
84251B,10,0
23446,40,648
23413,104,44
84509B,34,45
35001G,104,44
71279,65,0
20757,99,122
22832,35,27
20707,34,4
84849A,20,14
21631,13,4
17014A,10,0
79191B,82,74
22903,33,36
22443,10,0
21579,51,43
22325,28,28
23421,141,28
22104,133,4
23339,82,42
23579,0,160
84531B,10,0
84912B,43,24
15058A,15,9
21316,10,0
84968A,203,6
21319,10,0
35810B,21,11
23070,157,14
23094,59,4
40003,10,0
20652,55,19
84766,20,0
22797,31,22
22391,0,101
23540,68,7
84952B,23,4
35968,63,0
22762,44,22
22308,46,16
84813,43,130
21055,56,28
23115,360,52
23114,99,43
22889,16,9
15030,175,9
20705,7,21
79067,10,0
20619,24,7
85131B,89,75
85118,10,0
85211,14,0
21379,47,54
23073,57,45
20837,104,68
21739,49,16
84531A,10,0
84952C,16,0
21026,63,68
23417,0,130
79406,122,0
20856,10,0
23414,98,20
22168,10,0
22862,10,0
21348,10,0
20869,169,94
23150,83,39
84678,10,0
71406C,31,28
72801C,14,14
72800B,0,99
21708,42,10
84806A,10,432
21781,10,0
72780,172,10
72131,263,32
22408,25,92
84086C,77,63
35914,17,0
85040B,10,0
84673B,48,19
18094C,13,0
84659A,46,16
20616,40,26
22395,0,191
22513,0,98
23099,24,14
84931B,116,58
21741,95,14
21815,173,38
22830,10,0
20768,32,74
21161,10,0
21378,21,68
21265,118,33
37467,65,0
84199,57,44
84800M,10,0
72799F,41,9
85125,200,86
37479B,10,0
20702,29,0
23136,85,26
84877B,107,14
21087,10,0
35004G,9,58
20764,28,24
21359,10,0
84875B,65,54
21651,10,0
20681,10,0
22221,0,60
72800C,0,80
84876D,10,0
84859A,63,72
23416,0,62
21468,12,4
22166,0,218
21145,46,45
22289,12,4
84218,10,0
21707,22,27
22167,25,14
20998,24,0
85141,10,0
21472,10,0
84457,66,0
85179A,59,76
37479P,87,0
23021,62,27
22512,3,37
21656,10,0
21028,26,11
23142,18,9
23045,65,46
85205B,10,0
81950B,10,0
23104,33,54
21457,66,0
15058B,13,4
85131D,133,54
71496A,19,0
22214,12,112
90030B,135,34
84823,10,0
22641,146,9
22526,22,6
21030,35,38
20766,35,25
22282,30,17
84192,40,38
23580,5,165
21117,49,56
90125A,10,0
17090A,51,40
23479,83,48
21637,12,0
21051,29,51
84744,15,4
84247L,10,0
22281,18,4
22786,14,30
23460,109,74
22201,0,36
84800S,10,0
20770,16,4
79144B,79,16
20761,40,12
46000U,187,45
62096A,10,0
21647,20,16
22162,27,9
21911,10,0
84231,70,0
85160B,122,0
84665,31,0
20654,80,4
85023B,59,4
21678,81,54
90209B,10,0
23457,96,55
23180,30,32
90210D,111,0
85214,10,0
84912A,10,0
37501,10,0
47585A,28,18
85129B,10,4
21351,18,24
22108,0,47
46000R,82,9
20762,24,8
21293,73,16
21025,20,11
22987,10,0
23044,62,25
21808,85,32
21027,31,18
23042,46,24
84804B,10,216
90200D,51,68
16043,10,0
21369,19,54
23537,64,69
72134,78,0
47348A,10,0
23149,20,20
84510C,23,6
35607B,10,0
22204,13,38
21664,19,0
71495A,120,216
35972,49,0
20777,42,50
84857C,10,0
21317,33,44
47503H,290,9
84661B,67,72
21095,10,0
35819P,57,0
20765,29,14
84968C,22,4
20659,24,17
84661A,0,144
90210C,10,90
21377,35,68
84031B,21,52
75172,10,0
22407,8,56
21131,42,135
35001W,10,0
20936,28,17
21689,76,20
21826,10,0
21250,50,63
21361,10,0
47594B,22,0
85103,10,0
35915B,10,0
84609,66,42
21580,80,54
90087,0,112
79403,39,4
21196,14,54
21147,40,22
20655,15,7
35241,10,0
23496,52,50
20827,10,0
21633,17,14
21709,25,7
84877D,10,0
84968E,20,7
23069,42,9
21711,52,22
47351B,31,0
85198,10,0
62086A,10,0
20794,22,9
23477,75,54
90086,0,73
23117,121,34
20897,10,0
72800D,23,9
85124C,13,0
90209A,194,0
21710,33,20
84859C,94,18
22770,20,14
22882,16,6
84584,10,0
23305,243,65
85124B,30,0
84931A,51,18
23019,30,8
72799C,0,96
21736,10,0
17011F,10,0
23137,16,25
84247E,40,0
85127,48,22
22885,14,4
22881,16,9
23444,30,36
84925F,10,0
21307,10,0
85135C,46,27
84968F,14,0
85020,13,28
37423,10,0
23487,204,39
22883,11,0
35816P,10,0
22124,2,76
21750,14,0
84509C,36,27
85129C,41,0
85130A,10,0
21427,29,20
20684,10,0
21038,10,0
23462,176,17
90200E,32,40
84313B,10,0
22447,18,86
85026B,324,27
20830,10,0
21459,10,0
23043,54,32
85188B,10,0
84569B,10,0
22884,16,9
22833,10,0
22886,11,4
84360,20,9
20731,10,0
23492,66,53
84452,52,0
85232A,10,0
90125D,10,0
21662,10,0
22183,14,0
90030C,24,27
85131C,62,18
90125C,10,0
21846,32,22
90030A,17,27
21946,34,14
72024U,10,0
17001,10,0
21547,10,0
84924A,37,36
21841,96,25
23304,133,65
21814,69,86
84920,17,9
20763,51,32
22164,63,108
85027L,10,0
23428,33,79
22825,22,4
22880,16,9
20771,18,19
84913B,51,54
84509E,5,32
23116,251,9
84687,31,0
84804A,10,54
84592,40,27
21324,10,0
84796B,10,0
22275,10,0
85179C,101,54
84563B,10,0
22869,14,4
20760,51,20
23016,35,16
20618,20,6
22137,10,0
23141,19,90
21054,19,14
37487B,10,0
21425,48,16
35920,10,0
21372,29,9
90200B,17,40
84707A,0,46
85095,62,4
90114,142,106
20769,16,24
22870,14,0
22887,10,4
22618,10,0
20835,95,0
20617,24,7
82613A,10,0
21279,11,4
21253,46,4
23303,277,38
21722,36,4
21280,38,0
22802,11,38
22503,24,14
20759,35,27
90108,10,0
90201B,24,27
84595E,10,0
16046,20,4
23471,90,14
23017,31,7
21032,23,27
90214A,28,58
22888,12,4
20775,70,28
79144C,98,0
84673A,18,9
20756,42,16
84507C,28,0
37468,13,0
84661C,1,112
37343,10,0
22879,10,0
84968D,15,4
20941,10,0
90214Y,10,270
84750B,10,0
17109D,10,0
20796,30,0
84402B,10,0
20657,29,0
22655,18,0
22353,10,0
21850,16,8
84741C,10,0
21632,10,0
84563A,10,0
90119,23,37
23151,3,42
21418,31,90
23047,20,14
22826,30,25
72801D,52,14
84993B,10,0
90154,13,4
84576,10,0
47367B,49,0
84927E,10,0
21720,10,0
21943,35,0
20773,10,0
35638B,15,4
22877,10,0
23578,0,84
37475,31,21
84508B,24,14
21333,10,0
21555,39,0
22824,13,4
85006,10,0
85216,46,4
22872,10,0
23472,44,17
21630,81,8
35916C,10,0
85049B,10,0
20934,28,0
22874,10,0
35921,10,0
22868,10,0
71403,33,4
22194,10,0
84708B,27,20
20748,31,9
90149,10,0
22486,0,43
47594A,21,14
44242B,10,0
44236,10,0
71510,35,16
79062D,10,0
20774,10,0
22878,10,0
22876,10,0
90214C,5,72
84846A,66,0
22871,22,0
90201C,18,0
82011C,47,45
21629,26,9
84875D,10,0
21784,10,0
22875,10,0
84508C,64,14
90214L,13,162
23458,64,28
23018,18,4
16169P,10,0
40046A,52,0
21849,23,12
23692,101,112
21904,10,0
85136A,36,12
16151A,10,0
84686,10,0
72811,64,9
23466,52,30
35915C,10,0
85017C,10,0
84226,10,0
46126A,10,0
21157,26,0
21614,10,0
85167B,10,0
20819,41,30
84600,32,20
90031,24,27
84527,12,4
90201A,13,0
90093,0,74
22873,14,0
90214K,6,70
21420,0,65
37444A,10,0
85135B,26,4
35653,10,0
21128,16,36
20847,15,4
90201D,11,0
22803,15,0
84429A,26,32
84801A,34,45
84466,10,0
90170,14,0
84597C,10,0
84534B,10,0
84927A,10,0
35597D,10,0
21000,28,9
72051S,10,0
21129,16,22
47341B,20,18
85086A,10,0
84898F,10,0
85163A,25,14
90161C,32,22
90161B,47,29
85163B,16,14
84927D,10,0
20795,17,27
84658,20,27
72709,30,0
47344B,10,0
23429,23,66
21738,15,0
46138B,20,0
21100,10,0
85146,10,0
21628,26,4
47013C,10,0
84760S,10,0
72801G,36,27
90214E,6,70
90160C,46,45
85045,27,0
84461,10,0
82011B,49,45
84985A,10,0
23038,14,14
84723,10,0
84725,10,0
90200A,14,68
84597B,10,0
85087,10,0
23442,21,45
37489D,20,14
90210B,80,45
90214S,27,83
21031,40,45
22202,10,0
84974,20,0
20782,13,8
72133,20,27
90214D,4,68
21627,14,0
84809A,10,0
47591B,10,0
35638A,18,4
84805B,10,162
84952A,54,4
78033,12,0
85055,10,0
85145,10,0
21360,10,0
84913A,20,0
79336,10,0
20694,65,0
44228,10,0
20780,24,18
82615,10,0
35833P,33,32
20798,10,0
21910,10,0
23410,25,18
23015,41,9
21655,10,0
21413,30,0
17012E,10,0
22827,20,4
21281,22,0
23430,26,39
85136C,25,20
21132,47,7
35913B,14,0
90214G,6,70
90198A,52,45
22761,21,6
84874B,10,0
84688,10,0
84882,14,9
37489A,17,9
21686,10,0
20653,29,21
84352,10,0
20902,10,0
71050,46,47
47593A,10,0
23459,51,15
21816,123,14
20696,41,0
90160D,46,45
21758,32,40
85197,10,0
20857,10,0
21392,10,0
84745B,10,0
84358,10,0
84745A,10,0
90185D,10,0
37489B,16,9
84507B,10,0
72140E,21,0
35818B,14,0
90120C,46,45
21476,17,0
16254,17,4
90160A,11,0
90161D,26,18
84549,10,0
21278,10,0
22145,10,0
84805A,12,54
90198B,39,27
84859B,18,14
16010,10,0
84707B,17,68
21393,10,0
84919,10,0
84637,10,0
16202B,10,0
17090D,10,0
21376,17,9
20781,16,12
20699,15,7
90098,52,9
81953P,10,0
72369A,78,18
35637C,14,7
72132,18,11
35922,10,0
37488A,10,0
90164B,79,29
21269,16,4
90214P,10,112
21657,10,0
23465,44,32
84906,10,0
90214M,19,40
47341A,10,0
17165D,10,0
37462E,24,54
35966,10,0
84989A,21,12
85092,10,0
17164B,10,0
90162B,67,0
20980,10,0
22656,12,0
90210A,10,0
79331,10,0
21460,10,0
21851,21,9
16162M,16,9
20894,36,32
23143,0,27
84016,10,0
16169N,10,0
21364,12,0
23448,54,54
22765,10,0
90082B,11,4
84510E,47,11
75013B,10,0
20898,28,0
79026B,10,0
16161M,10,0
79191D,33,18
90214I,10,58
84666,10,0
84206A,52,81
84750A,10,0
84748,11,4
35610B,10,0
85028S,10,0
44089C,10,0
22823,25,18
35610C,10,0
17007B,10,0
46775D,15,6
21366,9,9
35607A,10,0
84388,10,0
84857B,10,0
84865,10,0
21001,33,0
20878,10,0
90085,24,54
84251C,10,0
90214J,19,40
20933,51,4
21277,18,9
90192,17,9
23467,63,16
84033,10,0
37489C,10,0
90191,51,0
21375,16,14
90185A,10,0
84732B,10,0
21690,10,0
21018,10,0
84801B,10,0
21040,10,0
23441,54,50
84247N,17,7
90214H,21,45
21473,15,4
84247K,12,0
47586A,24,27
90129B,43,20
90145,14,4
90185C,10,0
90147,20,14
90184B,14,9
90082A,13,7
20848,21,0
84685,10,0
90160B,14,0
90200C,10,0
84629,10,0
90183A,11,4
90099,23,8
90120B,46,45
35910A,10,0
84709B,10,0
35916A,10,0
79071B,10,0
85096,17,7
81950V,10,0
84847,10,0
84870C,44,0
20903,16,0
90062,10,0
84870B,10,0
46776F,18,18
22415,10,0
37444C,10,0
90125B,17,27
84984A,38,0
21357,10,0
23468,20,7
90032,87,0
84712B,14,9
22929,14,0
90164A,33,32
84638,13,0
35271S,10,0
20845,10,0
90083,3,21
84809B,10,0
90019A,32,9
21011,10,0
90143,10,0
72812,16,4
90214N,0,34
35817P,10,0
44092C,13,0
79149B,12,15
90003D,14,0
84751B,10,0
90204,18,0
90177D,11,0
46000P,10,0
16162L,10,0
85168B,28,7
90122C,16,0
20697,16,9
21692,10,0
90018A,35,0
10124G,30,0
35911B,10,0
84984B,38,0
90129C,19,4
85084,10,0
37476,13,0
62043B,10,0
90174,10,0
84706F,17,7
20821,14,9
84715,10,0
72783,66,18
90205A,18,0
90173,10,0
84631,10,0
82011A,18,0
35649,14,0
90199C,18,0
10124A,30,0
90129F,36,22
84539,10,0
85031A,10,0
62074B,10,0
90195A,9,27
20698,20,9
35265,10,0
90116,8,32
84086B,33,18
90013A,30,0
90014A,43,0
23464,17,16
84803B,10,0
90214R,10,58
20778,10,0
90081A,15,9
16202E,10,0
46776B,11,9
21370,6,20
84711B,16,4
85135A,24,29
85030,10,0
84548,10,0
85185D,10,0
20997,10,0
84925D,10,0
90101,18,0
44089A,28,36
46776A,17,0
47013A,10,0
90162C,15,0
90214V,10,54
90166,18,4
84842,16,4
21344,32,12
21270,14,4
90016A,67,0
85206B,10,0
90039D,10,0
37333,10,0
20785,10,0
82605,10,0
23574,20,4
90123A,10,0
90158,25,22
46776E,14,9
44092B,10,0
21332,10,0
84711A,17,4
84575A,10,0
84796A,12,9
84798A,10,0
90180A,31,0
90214F,10,58
90177C,10,0
16248B,81,0
84201B,12,4
16207A,42,0
90214B,10,54
90073,10,9
21003,10,0
84497,13,4
21002,16,0
90089,10,58
90094,17,4
84816,10,0
35910B,14,0
35647,10,0
62094B,10,0
90123C,10,0
71496B,22,0
84984D,36,0
85089,26,4
90146,80,0
47589,10,0
90185B,10,0
90186B,22,14
90206C,12,4
90012B,46,0
90003C,10,0
22351,10,0
46115B,10,0
90202D,10,0
90194,19,0
84522,12,4
40005B,28,18
46776D,10,0
44242A,10,0
20818,10,0
37471,10,0
85008,10,0
85018D,10,0
84462,10,0
84415A,10,0
85109,10,0
85024C,14,4
21349,20,0
90214W,10,54
90214T,10,54
84705C,10,0
23463,15,10
23449,52,54
90214U,10,54
90214Z,10,54
79329,10,0
85161,16,14
84877A,10,0
84905,10,0
90214O,10,54
35958,10,0
20662,23,0
90184C,18,0
79151B,22,45
21769,10,0
71215,10,0
90063A,19,0
90036D,10,0
84616,29,4
90064B,11,0
72821,10,0
81953B,10,0
90013C,27,4
85195,10,0
84921,17,0
90000A,20,0
84881,10,0
84732D,10,0
46776C,12,9
21331,15,4
84387A,10,0
90081C,13,4
90010E,13,0
21761,13,4
90102,10,0
90072,10,0
85028L,10,0
22828,16,9
84465,14,0
90162D,15,0
20671,10,0
90208,14,0
21275,14,0
71143,10,0
90167,10,0
84910A,10,0
84924F,10,0
90067A,31,27
90059E,14,0
90014B,14,0
35400,22,22
90002D,10,0
20700,10,0
90130B,11,4
20851,10,0
85189,10,0
84675,10,0
35598A,40,40
90175A,10,0
44091A,10,0
17174,21,18
90142D,19,0
21847,14,0
90133,33,22
20661,23,0
90175C,16,9
90161A,12,9
62097B,10,0
90016B,15,4
90059F,14,0
90059B,14,0
90184A,14,0
90196A,13,4
90123B,10,0
90151,14,9
90070,22,0
21336,10,0
20670,18,9
20793,10,0
90103,14,9
20910,10,0
37491C,10,0
20816,10,0
90096,34,0
90122A,10,0
90129D,19,0
47369A,15,4
78034B,10,0
90063B,18,0
90059C,14,0
21486,10,0
35809B,10,0
35909A,10,0
35909B,10,0
35610A,10,0
22184,10,0
90018B,14,0
90023,14,9
90022,10,9
84922,11,4
79323B,10,0
90012A,22,0
90003E,10,0
21226,20,14
21461,10,0
84206C,16,14
90199A,18,0
90176D,17,0
90202C,10,0
85067,10,0
90202B,10,0
82095,10,0
90157,28,22
84798B,10,0
90148,10,0
90082D,12,4
72798C,10,0
90011B,10,0
90010B,10,0
90010A,10,0
84499,10,0
90124C,16,0
90129A,10,0
16244B,10,0
90144,10,0
90177B,10,0
90036E,13,0
90064A,10,0
21777,10,0
90040C,11,4
35443,19,14
16206B,10,0
16202A,10,0
90202A,10,0
90206A,12,4
90168,10,0
84706D,10,0
17028J,10,0
90182C,10,0
90155,18,4
22769,10,0
20701,10,0
90169,10,0
84415B,10,0
90135,10,0
90129E,17,0
85225,10,22
84679,10,18
20935,22,14
37379A,10,0
90118,10,0
90124A,17,0
21827,10,0
90212C,10,0
90000D,14,0
90141B,10,0
21763,10,0
90065A,10,0
90076,10,0
16020C,10,0
20664,10,0
37330,10,0
85017A,10,0
90003B,10,0
35916B,10,0
90059A,10,0
84613A,10,0
90051,11,0
90050,22,0
90040A,10,0
21757,10,0
90059D,10,0
90018C,10,0
90038C,10,0
90039A,10,0
90039B,10,0
90038B,10,0
90036C,31,0
90036A,10,0
90038A,10,0
90037B,10,0
84632,10,0
90162A,38,0
90178A,13,0
90205C,10,0
90177E,10,0
90177A,10,0
90190B,10,0
90190A,10,0
10123C,10,0
79157V,19,0
35591T,15,4
90049,15,4
90211A,18,4
84593,10,0
84975,10,0
90079,11,0
84854,10,0
84907,10,0
84201C,10,0
84206B,28,22
18097A,10,0
21416,10,0
90190C,11,4
21228,10,0
21538,10,0
90001D,11,0
20820,10,0
20695,13,4
90027D,10,0
79157B,29,4
90043,13,0
84802B,10,0
23702,18,4
90014C,12,4
16207B,10,0
35645,13,0
90035A,10,0
90036B,10,0
90036F,10,0
90027A,10,0
90163A,18,0
90040B,10,0
22125,20,18
90138,10,0
79323P,10,0
20678,10,0
90131,10,0
90141A,10,0
90001B,10,0
90019C,15,4
90024B,10,0
84963A,10,0
37444B,10,0
90124B,10,0
37351,10,0
37491B,10,0
20666,10,0
17191A,16,9
47574B,10,0
90186A,10,0
90196B,14,0
90211B,18,0
90141C,10,0
90187B,10,0
90042A,10,0
90026D,13,4
90026C,18,0
90029,10,0
84872A,10,0
84963B,10,0
84617,13,4
90048,10,0
85047,10,0
21488,10,0
45013,13,0
79192A,10,0
90046,10,0
90179A,18,0
90180B,11,4
90176E,11,0
84689,10,0
90159,14,0
85224,10,0
90000B,10,0
84840,10,0
20906,10,0
90123D,10,0
90141D,10,0
90136,10,0
22034,10,0
84746,10,0
90152A,10,0
84773,10,0
90141E,10,0
85031C,10,0
22764,10,0
90197B,10,0
21661,10,0
90060D,10,0
90156,10,0
21836,10,0
47369B,12,4
90212B,10,0
20901,13,4
37464,10,0
20663,13,0
90195B,14,0
90175D,10,0
90019B,11,0
84824,13,4
84306,10,0
90074,10,0
62096B,10,0
20964,10,0
47016,18,0
84562A,10,0
79161A,13,4
84968B,10,0
84620,10,0
72815,10,0
90176C,10,0
90001A,10,0
90176B,18,0
90188,14,4
90176A,18,0
90199B,18,0
90189A,14,4
20861,10,0
84614A,10,0
44265,10,0
90025A,11,0
90026B,10,0
90024F,10,0
84731,10,0
90199D,11,0
90024C,10,0
90163B,10,0
90033,10,0
90028,10,0
90035C,10,0
90026A,10,0
85136B,10,0
90041,10,0
21268,10,0
84873A,10,0
21667,10,0
90001C,13,0
37491D,10,0
37509,10,0
90120D,10,0
84990,10,0
90069,18,0
90078,10,0
35598C,13,4
21681,10,0
84802A,10,0
84795C,10,0
90179C,10,0
90178B,10,0
90181A,14,0
90025F,13,0
35597A,10,0
35004P,10,0
77079,10,0
22218,10,0
90039C,10,0
90055,10,0
90054,11,0
84613C,10,0
90024D,10,0
84569C,10,0
84551,10,0
90065B,14,0
90021,10,0
35597B,10,0
90060B,10,0
21310,10,0
90128B,10,0
90130A,12,4
90125E,10,0
90122B,10,0
90104,10,0
90100,10,0
37461,10,0
85170A,10,0
35650,10,0
90011A,12,4
23630,10,0
23664,14,0
90084,10,0
84227,10,0
20667,10,0
20892,10,0
90071,11,0
90152B,10,0
84743C,10,0
22323,10,0
85031B,10,0
21414,10,0
47579,10,0
21895,10,0
21839,10,0
20703,10,0
90165B,10,0
90152C,10,0
84550,12,4
22146,10,0
47503J,10,0
90183C,10,0
